"Points:0","Points:1","Points:2","T","U:0","U:1","U:2","alpha.liquid","alpha.liquid_0","alpha.solid","dmdt.solidToLiquid","p","p_rgh","rho"
0.000924,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009394,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009394,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009548,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009548,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009702,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009702,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009856,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009856,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001001,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001001,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010164,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010164,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010318,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010318,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010472,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010472,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010626,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010626,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001078,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001078,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010934,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010934,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011088,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011088,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011242,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011242,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011396,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011396,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001155,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001155,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011704,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011704,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011858,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011858,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012012,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012012,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012166,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012166,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001232,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001232,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012474,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012474,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012628,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012628,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012782,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012782,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012936,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012936,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001309,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001309,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013244,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013244,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013398,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013398,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013552,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013552,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013706,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013706,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001386,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001386,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014014,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014014,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014168,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014168,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014322,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014322,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014476,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014476,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001463,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001463,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014784,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014784,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014938,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014938,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0015092,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0015092,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0015246,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0015246,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.00154,0,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.00154,4.6e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
1.54e-05,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
3.08e-05,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
4.62e-05,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
6.16e-05,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
7.7e-05,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
9.24e-05,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001078,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001232,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001386,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.000154,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001694,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001848,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0002002,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0002156,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.000231,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0002464,9.2e-06,3.3e-05,293.16,0,0,0,0,0,1,0,0,0,2650
0.0002618,9.2e-06,3.3e-05,293.16,0,0,0,0,0,1,0,0,0,2650
0.0002772,9.2e-06,3.3e-05,293.17,0,0,0,0,0,1,0,0,0,2650
0.0002926,9.2e-06,3.3e-05,293.19,0,0,0,0,0,1,0,0,0,2650
0.000308,9.2e-06,3.3e-05,293.23,0,0,0,0,0,1,0,0,0,2650
0.0003234,9.2e-06,3.3e-05,293.3,0,0,0,0,0,1,0,0,0,2650
0.0003388,9.2e-06,3.3e-05,293.42,0,0,0,0,0,1,0,0,0,2650
0.0003542,9.2e-06,3.3e-05,293.64,0,0,0,0,0,1,0,0,0,2650
0.0003696,9.2e-06,3.3e-05,293.98,0,0,0,0,0,1,0,0,0,2650
0.000385,9.2e-06,3.3e-05,294.51,0,0,0,0,0,1,0,0,0,2650
0.0004004,9.2e-06,3.3e-05,295.22,0,0,0,0,0,1,0,0,0,2650
0.0004158,9.2e-06,3.3e-05,296.08,0,0,0,0,0,1,0,0,0,2650
0.0004312,9.2e-06,3.3e-05,296.9,0,0,0,0,0,1,0,0,0,2650
0.0004466,9.2e-06,3.3e-05,297.42,0,0,0,0,0,1,0,0,0,2650
0.000462,9.2e-06,3.3e-05,297.43,0,0,0,0,0,1,0,0,0,2650
0.0004774,9.2e-06,3.3e-05,296.92,0,0,0,0,0,1,0,0,0,2650
0.0004928,9.2e-06,3.3e-05,296.09,0,0,0,0,0,1,0,0,0,2650
0.0005082,9.2e-06,3.3e-05,295.21,0,0,0,0,0,1,0,0,0,2650
0.0005236,9.2e-06,3.3e-05,294.48,0,0,0,0,0,1,0,0,0,2650
0.000539,9.2e-06,3.3e-05,293.95,0,0,0,0,0,1,0,0,0,2650
0.0005544,9.2e-06,3.3e-05,293.61,0,0,0,0,0,1,0,0,0,2650
0.0005698,9.2e-06,3.3e-05,293.4,0,0,0,0,0,1,0,0,0,2650
0.0005852,9.2e-06,3.3e-05,293.28,0,0,0,0,0,1,0,0,0,2650
0.0006006,9.2e-06,3.3e-05,293.22,0,0,0,0,0,1,0,0,0,2650
0.000616,9.2e-06,3.3e-05,293.18,0,0,0,0,0,1,0,0,0,2650
0.0006314,9.2e-06,3.3e-05,293.17,0,0,0,0,0,1,0,0,0,2650
0.0006468,9.2e-06,3.3e-05,293.16,0,0,0,0,0,1,0,0,0,2650
0.0006622,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0006776,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.000693,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0007084,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0007238,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0007392,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0007546,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.00077,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0007854,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0008008,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0008162,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0008316,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.000847,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0008624,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0008778,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0008932,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009086,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.000924,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009394,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009548,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009702,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0009856,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001001,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010164,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010318,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010472,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010626,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001078,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0010934,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011088,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011242,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011396,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001155,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011704,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0011858,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012012,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012166,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001232,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012474,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012628,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012782,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0012936,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001309,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013244,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013398,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013552,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0013706,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001386,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014014,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014168,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014322,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014476,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.001463,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014784,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0014938,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0015092,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0015246,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.00154,9.2e-06,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
1.54e-05,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
3.08e-05,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
4.62e-05,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
6.16e-05,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
7.7e-05,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
9.24e-05,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001078,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001232,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001386,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.000154,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001694,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
0.0001848,1.38e-05,3.3e-05,293.15,0,0,0,0,0,1,0,0,0,2650
